,text,user,location,date,sentiment
75,"@MSpathes Oh, no! I'm so sorry, Matthew. I'd be more than happy to assist you. Were you able to receive assistance?… https://t.co/4bNhfe5Eff",shopDisney,Second star to the right,2020-06-12,0
81,@shopDisney these last three months have reminded me why I hate buying online from you. #WorstCustomerExperience #FixIt,megtrashy,"Torrance, CA",2020-06-12,0
90,"@MrAlexGonzalez Oh, no! I'm so sorry, Alex. I'd be more than happy to assist you. Regrettably, I don't have the opt… https://t.co/5EXE8SfDiQ",shopDisney,Second star to the right,2020-06-12,0
91,All those companies who are selling masks 🎭 please stop advertising until you start shipping. I bought from… https://t.co/PSmuCtpPgK,rashidsultan,"Madison, WI",2020-06-12,4
92,New Mickey &amp; Minnie Styles from  Dooney &amp; Bourke Coming Soon! - https://t.co/Jf6rL5J2Oc #DisneyDooneyAndBourke… https://t.co/JFswELY0kb,mainstreetmouse,Central Florida,2020-06-12,4
107,@nikiglover @shopDisney It’s still available,aggibygum,"Scotland, United Kingdom",2020-06-12,0
106,@aggibygum @shopDisney still won't let me add it. a friend has placed my order for me. i tried different browsers a… https://t.co/1gWUo0nrrb,nikiglover,Warrington ,2020-06-12,0
105,Don't forget you can still order the Child w/ Frog in Europe from The Disney Store: https://t.co/vN5j6zVp1Z,FunkoEurope,"London, England",2020-06-12,4
104,@shopDisney @WaltDisneyCo Your company is truly “magical”! Who else could take a confirmed order which was being pr… https://t.co/HcE8omfZgU,Mousefan98,Neverland,2020-06-12,4
103,@Mousefan98 @shopDisney I hope that Shop Disney treats you right and does not charge you for out of stock items. Th… https://t.co/ETfoblzqxo,rramblingsnj,,2020-06-12,0
102,@shopDisney We purchased a dress and a Spiderman car online on Saturday. The money came out of our account (£68). W… https://t.co/tTFBdQieX8,MarcSchmitz18,,2020-06-12,0
101,"Lots of free Disney activities here:
https://t.co/ug9PoxeHfn",JamesBatemanJun,"Park Ln, Knypersley, ST8 7AT",2020-06-12,4
100,"#LEGO #LEGOSTARWARS #STARWARS #SLAVE1 20th Anniversary Edition 75243

#RESTOCK AT https://t.co/iyLReXUfBY
438 days… https://t.co/QXiz9lywKT",retiringbricks,,2020-06-12,4
99,@disneycoupleuk @shopDisney Happens every time,littleeggcraft,"Poulton-le-Fylde, UK",2020-06-12,4
98,"New to Shop Disney UK
Minnie Mouse Red and White Collection For Adults
https://t.co/LJPoQXaonE https://t.co/PeJrdUH2cP",TDRTweets,United Kingdom,2020-06-12,4
97,Celebrate Pride Month with this new collection online at https://t.co/XLI1hj6J9y  An exclusive range including soft… https://t.co/bgzPgiSNDS,magicalpride,Disneyland® Paris,2020-06-12,4
96,"@_ShakalaDenise Thanks for asking, Shakala! Each store will vary. Please refer to the Store Locator page for the la… https://t.co/fwtfMzDjFw",shopDisney,Second star to the right,2020-06-12,4
95,@shopDisney #shopdisneysupport how do I personalise the bum belt bags on your website. The photos show names on the… https://t.co/QahQ1UXCln,Amy_mimy93,"Rainhill, England",2020-06-12,4
94,FREE Shipping on ANY shopDisney Order | Kids Sandals from $6 Shipped https://t.co/4v4B9Lm3F7,Hip2Save,"Boise, Idaho",2020-06-12,0
93,"@SteveTONJohns3 Thanks for asking, Steve! Each store will vary. Please refer to the Store Locator page for the late… https://t.co/SMcbc862Ue",shopDisney,Second star to the right,2020-06-12,4
109,@shopDisney very disappointed the Ink and Paint key offer doesn’t stack with my Bluelight card 35% discount which w… https://t.co/JdbGGxATVd,RamshackleMac,Liverpool,2020-06-12,0
0,@shopDisney was the mickey waffle maker permantly removed from the website i was going to order it today after look… https://t.co/SeOB3iBiR7,klf3681,,2020-06-12,0
